in,0,label,Having_@_symbol,Having_IP,Prefix_suffix_separation,Redirection_//_symbol,Sub_domains,URL_Length,age_domain,dns_record,domain_registration_length,http_tokens,statistical_report,tiny_url,web_traffic
650,http://shop.luigibaldo.com/cloud/logintoyouraccount.securebilling/mi/index/web/?cmd=_home&amp;dispatch=555606b0a4d860fd354737db90bab544fe7974ef615f736adf3f3e2bdbf7cdba,1,0,0,0,0,2,1,1,1,1,0,0,0,1
651,http://shop.luigibaldo.com/cloud/logintoyouraccount.securebilling/mi/index/web/?cmd=_home&amp;dispatch=2ba3c72314b849ba8955e6f6f78ff91fbeba385965514ba08abc073eee3035aa,1,0,0,0,0,2,1,1,1,1,0,0,0,1
652,http://besame.com/buscador/china/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
653,https://tetedebois.ca/wonderland/Gdoccc/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
654,http://freestyle.d934713.u-telcom.net/Boa_Fud_2016/home/login.php?cmd=login_submit&amp;id=955fff482125ffb3577497009f6b3eab955fff482125ffb3577497009f6b3eab&amp;session=955fff482125ffb3577497009f6b3eab955fff482125ffb3577497009f6b3eab,1,0,0,1,0,1,1,1,1,1,0,0,0,1
655,http://zovermedical.com.sa/worthie/aptgd/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
656,http://cic.com.jo/libraries/openid/Auth/OpenID/system/login.php?id=/Dentro/promocao.do?=KYT0047JARMGBJKNKG6D6KA7PBYU47HO6CYGG71SYNAB9V1TD89JTKQJXQF2XXR5BRLSYNMYCXBLTCG9LPSFBK10BGCAE6GRX4KXR8X570Q1N8A0Y4PBORM29/CO7TG5Y34QB2VICNK1VVBV/38PUUR4V5T4/A0YDDQP,1,0,0,0,0,1,1,1,1,1,0,0,0,1
657,http://nanotechnopolis.com/validdocument/38db23899b2225acc540a2cc9b4dae45/,1,0,0,0,0,0,2,1,1,1,0,0,0,1
658,http://nanotechnopolis.com/viewdocs/a09cfd617135eb9c20d0bb6fd6cdd9c9/,1,0,0,0,0,0,2,1,1,1,0,0,0,1
659,http://kohchang-holidays.com/t-online/t0nline/user-verify.htm,1,0,0,1,0,0,2,1,1,1,0,0,0,1
660,http://www.web2sale.com/wordpress/wp-content/upgrade/pnc.htm,1,0,0,0,0,2,2,1,1,1,0,0,0,1
661,http://capsilab.com/wp-admin/css/colors/adobepdf/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
662,http://scoreyourexback.com/aol.net/www.aol.com/index.htm,1,0,0,0,0,1,2,1,1,1,0,1,0,1
663,https://deliziedallasicilia.com/view2/file/index.php?name=,1,0,0,0,0,0,2,1,1,1,0,0,0,1
664,http://www.apple2api.com/indexx.html,1,0,0,0,0,2,0,1,1,1,0,1,0,1
665,http://hoiniki.by/wp-content/ngg/modules/1/sa/admin.html?cmd=login_submit&amp;id=248420c18892c8e878463efdf48d9656248420c18892c8e878463efdf48d9656&amp;session=248420c18892c8e878463efdf48d9656248420c18892c8e878463efdf48d9656,1,0,0,0,0,0,1,1,1,1,0,0,0,1
666,http://hoiniki.by/wp-content/ngg/modules/1/sa/admin.html?cmd=login_submit&id=0db41d77f3f9e0096c6df6e1ec618a090db41d77f3f9e0096c6df6e1ec618a09&session=0db41d77f3f9e0096c6df6e1ec618a090db41d77f3f9e0096c6df6e1ec618a09,1,0,0,0,0,0,1,1,1,1,0,0,0,1
667,http://fsdressbd.com/Resources/libraries/KJI/crypt/index.html,1,0,0,0,0,0,2,1,1,1,0,1,0,1
668,http://usnnvery.hol.es/US.BANK/USDB/Home/home/auth/,1,0,0,0,0,2,0,1,1,1,0,1,0,1
669,http://d662653.u-telcom.net/gggg/ayo1/,1,0,0,1,0,0,0,1,1,1,0,0,0,1
670,http://abcroadandlockassistance.com/IWA/GD/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
671,http://d662653.u-telcom.net/ggg/ayo1/,1,0,0,1,0,0,0,1,1,1,0,0,0,1
672,http://lhndemo.com/wp-css/update.html,1,0,0,0,0,0,0,1,1,1,0,1,0,1
673,http://town-el.com/images/furniture/living-room/nrpgroup/docusign.com/ldcs/index.php,1,0,0,1,0,2,1,1,1,1,0,1,0,1
674,http://zip.net/bltHKt,1,0,0,0,0,0,0,1,1,1,0,0,0,1
675,http://desertsportswear.com/bankofamerica.com/c90da847db9803c2dc7bc28bfb1f52fc/,1,0,0,0,0,0,1,1,1,1,0,0,0,1
676,http://desertsportswear.com/bankofamerica.com/b3bd4cd09ccfad2b4cc886674ed0f034/,1,0,0,0,0,0,1,1,1,1,0,0,0,1
677,http://desertsportswear.com/bankofamerica.com/0851e47ba18dffc71d7473a5d26ede59/,1,0,0,0,0,0,1,1,1,1,0,0,0,1
678,https://1drv.ms/xs/s!AvfOtwj8HUk3lALJBGk-H9s1dhiC,1,0,0,0,0,0,0,1,1,1,0,0,0,1
679,http://ardobiejewska.pl/libraries/phputf8/mbstring/adb/nix.html,1,0,0,0,0,0,2,1,1,1,0,0,0,1
680,https://mkt-santa.000webhostapp.com/app/dados.php,1,0,0,1,0,2,0,1,1,1,0,1,0,0
681,https://protokolo.com/plugins/system/highlight/highlight.html,1,0,0,0,0,0,2,1,1,1,0,0,0,1
682,http://www.southerncomfortmechanical.ca/confirmation-account/information-account.updates/webapps/2f93a/websrc?cmd=_login-submit&amp;dispatch=530cbda8dc79fcd6b9df9b946ccbcd2646a0b40233900e3f0b286b54a3b8f804f357d7cd,1,0,0,0,0,2,1,1,1,1,0,0,0,1
683,https://novotelbd.asia/blooding/drpbdocs/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
684,http://sll.well.com.mangtonics.in/WellsNew/,1,0,0,0,0,1,0,1,1,1,0,1,0,1
685,http://bestincs.com/Dropbox/Dropbox/Dropbox/WS/8544b70514b0449d008c7091a66d58f9/contlnue.php,1,0,0,0,0,0,1,1,1,1,0,0,0,1
686,http://confluentc.com/images/excelfile/74432a853b79550cdab03dbb6bbd3497/,1,0,0,0,0,0,2,1,1,1,0,0,0,1
687,http://revistatourgourmet.com/tmp/mail-box/TnpBNE16VTFPRGc1/?login=,1,0,0,0,0,0,2,1,1,1,0,0,1,1
688,http://capsilab.com/wp-admin/css/colors/midnight/adobepdf/error.html,1,0,0,0,0,0,2,1,1,1,0,1,0,1
689,http://www.nnordson.com/%7b%7d/1ccc2a9663830e10a51f54c41ff20bfd/,1,0,0,0,0,0,2,1,1,1,0,1,0,1
690,http://cover-acct6445.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
691,https://wildfor.life/share/139/html/dfvAGds/doc147/74353cee37c9ecb6a451bc954bafca10/,1,0,0,0,0,0,1,1,1,1,0,0,0,1
692,https://daydo-app.com/ibeacon/configuration/Billing/information/verification/secure/center/amz/moises/4da943b781212f12af6a38cec88316f4/welog.php,1,0,0,1,0,0,1,1,1,1,0,0,0,1
693,http://www.ornamentmania.com/lib/gdoc-secure/gtex,1,0,0,0,0,0,0,1,1,1,0,0,0,1
694,http://ioannasakellaraki.com/log/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
695,http://hetys.com/1/1/3a05e762b509f0ce34759e521fab7ff5/,1,0,0,0,0,0,2,1,1,1,0,0,0,1
696,http://centreforcorporatecoaching.com/okaposa/engauto189/mailbox/mailbox/?email=abuse@navy.mil,1,1,0,0,0,0,1,1,1,1,0,1,0,1
697,http://ansti.org/email/gmail/login.php,1,0,0,0,0,0,0,1,1,1,0,0,0,1
698,http://lilistephens.com/2017/5634/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
699,http://michiganlegacyrun.org/wp-includes/images/media/docs/f9a9ed0650facc5c38a2e610e70531cc/,1,0,0,0,0,0,1,1,1,1,0,1,0,1
700,http://michiganlegacyrun.org/wp-includes/images/media/docs/ecf6e39f4c4c31ce30a7ab3b73013d63/,1,0,0,0,0,0,1,1,1,1,0,1,0,1
701,http://michiganlegacyrun.org/wp-includes/images/media/docs/cb526d16caaa76162cf2058f1e4e13b0/,1,0,0,0,0,0,1,1,1,1,0,1,0,1
702,http://michiganlegacyrun.org/wp-includes/images/media/docs/66ec98fade446a1d5aaee83ecca64008/,1,0,0,0,0,0,1,1,1,1,0,1,0,1
703,http://liceosanconrado.cl/02364LOJD/casts/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
704,http://michiganlegacyrun.org/wp-includes/images/media/docs/1f5b3affcbd626772a3bb23d1cbae1b9/,1,0,0,0,0,0,1,1,1,1,0,1,0,1
705,http://michiganlegacyrun.org/wp-includes/images/media/docs/0980832a9d883da9ec7411b5161fdee6/,1,0,0,0,0,0,1,1,1,1,0,1,0,1
706,http://lambabajunior.com/gaz/Googledrt1/login.php,1,0,0,0,0,0,0,1,1,1,0,1,0,1
707,"http://www.contasinativas.caixa.gov.br-fgts.gov.br.trabalhador.servicos_online.saldo_fgts.asp.cs31547.tmweb.ru/oferta.cliente,1,9,7,5,Oferta=id.html",1,0,0,1,0,1,1,1,1,1,0,1,0,1
708,http://www.adsensemart.com/dp/ayo1/ayo1/,1,0,0,0,0,0,0,1,1,1,0,1,1,1
709,http://almihrab.com.my/dhl/adobelatest/adobe/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
710,http://acr.suisscard.ch.secure3.registrierung.suisstip.info/,1,0,0,0,0,1,2,1,1,1,0,1,0,1
711,https://murraylorri145.000webhostapp.com/linkedsneed in page (1)/linkedsneed in page/index.html,1,0,0,0,0,2,1,1,1,1,0,0,0,0
712,http://ativar-cadastro.pe.hu/ml/ml/mercadolivre/,1,0,0,1,0,0,0,1,1,1,0,1,0,1
713,http://madilina.com/wordpress/error_txt/validate.htm,1,0,0,0,0,0,0,1,1,1,0,0,0,1
714,http://internetbod.com/pod/?696e7465726e6574626f642e636f6d,1,0,0,0,0,0,2,1,1,1,0,0,0,1
715,http://cover-acct0020.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
716,http://cover-acct5438.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
717,http://77.194.54.247/wordpress/online.hmrc.gov.uk/index.php,1,0,1,0,0,1,2,1,1,1,0,0,0,1
718,http://email.windwardalerts.com/c/eJxtjjFvwyAQhX-NvVQgOIMhA0PSONkytNkrfJDElR0sjGX535eokoeqy9Ppe_fuHZp1Ny596Yyzddti2RlgXDHJgEMluaZVrYEKCVpQLvXppJtDIdjSPd1io7O9j2miGIbyYQA1olOtUO1NWkThAVSrdrVAjnizZW_-yUXz7WNc6RAeMV8O0d_Dc0o2eerdXA4rwXlKYSDOJmsKdSgAPprzcX9t8lRU-6z555pwIFy_MZVRJbOApOy1Ae9Z7zHM41fntgjfrOSHsc91m6t--Wdzuf5tUYRJwuCF1PEHscdZow,1,0,0,0,0,0,1,1,1,1,0,1,0,1
719,http://baltkagroup.com/mailcheck/source/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
720,https://owa1.everettwa.gov/owa/redir.aspx?REF=obqYAThLp4L9jJOGzEjm-P5AtCThSBRbx9Z-PoSxdMISrf9VbpHUCAFodHRwOi8vb3V0bGxvay13ZWItYXBwLjAwMHdlYmhvc3RhcHAuY29tLw,1,0,0,0,0,2,1,1,1,1,0,1,0,1
721,http://www.botecodomarianobit.com/pages2/inter/home.html,1,0,0,0,0,2,2,1,1,1,0,1,1,1
722,http://premiosmastercard.esy.es/W!645/index/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
723,https://goo.gl/JVVHeA,1,0,0,0,0,0,0,1,1,1,0,0,1,0
724,http://bit.ly/2qww0gG,1,0,0,0,0,0,0,1,1,1,0,0,1,0
725,http://adsensemart.com/dp/ayo1/ayo1/,1,0,0,0,0,0,0,1,1,1,0,1,1,1
726,http://tauruswelding.com/flight/stage/af/ad/ghjk/pvtd_clnt/index2.php,1,0,0,0,0,0,2,1,1,1,0,0,0,1
727,https://c4cqk784.caspio.com/dp.asp?AppKey=a6d75000a94cc2e429f041f0a6aa,1,0,0,0,0,2,2,1,1,1,0,1,0,0
728,http://caixaonlinefgts.hostkda.com/pages/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
729,http://telegraphycoursemorse.com/cielo/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
730,https://tinyurl.com/mt5hquu,1,0,0,0,0,0,0,1,1,1,0,0,1,0
731,http://contasinativascaixafgts.name/caixa.gov.br/pages/inter/index.php,1,0,0,0,0,1,2,1,1,1,0,1,0,1
732,http://signin.amazon.co.uk-prime.form-unsuscribe.id-7816.nproofing.com.au/ren/op/,1,0,0,1,0,1,1,1,1,1,0,1,0,1
733,http://primoframe.com/amber/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
734,http://tinyurl.com/katfbes,1,0,0,0,0,0,0,1,1,1,0,0,1,0
735,http://consultabeneficiosmirror01.esy.es/Consulta/acesso/,1,0,0,0,0,0,2,1,1,1,0,1,0,1
736,http://tinyurl.com/n8g7wy8,1,0,0,0,0,0,0,1,1,1,0,0,1,0
737,http://adpportal.hol.es/adp.payrollchanges/,1,0,0,0,0,2,0,1,1,1,0,1,0,1
738,http://ts4.96.lt/i/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
739,http://diariapromotionspecial.com/OFERTAS11910apc/produto.php?linkcompleto=smartphone-samsung-galaxy-j5-sm-j500m-ds-dourado-dual-chip-android-5-1-lollipop-4g-wi-fi-16gb/3216990/pr&amp;id=1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
740,http://innamorata.com.ar/melodyfriespitchment/Docusign/index.php,1,0,0,0,0,2,2,1,1,1,0,0,0,1
741,http://promotion-smart.com/iphone5s.html,1,0,0,1,0,0,0,1,1,1,0,1,1,1
742,http://designaxis.net/secure-doc/DropNewVasion/Fresh/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
743,http://ornamentmania.com/shell/gdoc-secure/gtex/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
744,http://euromina.com.vn/%20%20/home/pessoa-fisica.php,1,0,0,0,0,2,0,1,1,1,0,0,0,1
745,http://attlw.net/m/cprodx.att.net/commonLogin/igate_edam/controller.html,1,0,0,0,0,1,2,1,1,1,0,1,0,1
746,http://check-your-acct2017.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
747,http://websitebuilder102.website.com/ITservice1/,1,0,0,0,0,0,0,1,1,1,0,0,0,0
748,http://purchase-order.esy.es/purchase/document.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
749,http://w-reia.com/wichita/new.php?cmd=login_submit&amp;id=c5ef67cb72016b6c896e0aa051aac462c5ef67cb72016b6c896e0aa051aac462&amp;session=c5ef67cb72016b6c896e0aa051aac462c5ef67cb72016b6c896e0aa051aac462,1,0,0,1,0,0,1,1,1,1,0,1,0,1
750,http://xicksy.win/xhht4ff2odc.html,1,0,0,0,0,0,0,1,1,1,0,1,0,1
751,http://check-updates-app.hol.es/logins.php,1,0,0,1,0,2,0,1,1,1,0,1,0,1
752,http://check-updates-app.hol.es/system-confirmation-fb,1,0,0,1,0,0,2,1,1,1,0,1,0,1
753,http://mygosecure.com/?a=510&amp;oc=1439&amp;c=3785&amp;s1=50pop&amp;s2=wO9BGNF3JGBSJ4251UEKK7G6,1,0,0,0,0,0,1,1,1,1,0,0,0,1
754,http://mygosecure.com/?a=510&amp;oc=1438&amp;c=3785&amp;s1=50pop&amp;s2=wB7G736APO9H2325H8QTRNI0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
755,http://www.hallwaystreetsigns.com/pdfs/home/bfbe060107cd442c604ff0a69cc8a940/,1,0,0,0,0,0,1,1,1,1,0,0,0,1
756,http://chmsry.org.za/Topultimatenew/product/products/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
757,http://centreforcorporatecoaching.com/okaposa/engauto189/mailbox/mailbox/?email=abuse@dla.mil,1,1,0,0,0,0,1,1,1,1,0,1,0,1
758,http://centreforcorporatecoaching.com/okaposa/engauto189/mailbox/mailbox/?email=donald.oflaherty@dla.,1,1,0,0,0,2,1,1,1,1,0,1,0,1
759,http://advancemedical-sa.com/file/review.pg/manage/,1,0,0,1,0,0,0,1,1,1,0,0,0,1
760,http://yanluxe.com/wp-content/themes/idstore/js/index.php,1,0,0,0,0,0,2,1,1,1,0,0,0,1
761,http://www.sicoobcard.net.br/413123/inicio.html,1,0,0,0,0,1,0,1,1,1,0,1,0,1
762,http://check091.hol.es/log11.php,1,0,0,0,0,2,0,1,1,1,0,1,0,1
763,http://supports01123.hol.es/facebook-confirmation,1,0,0,0,0,0,0,1,1,1,0,1,0,1
764,http://halpcenter-001acontscheck.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
765,http://ecutrack.com/box1/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
766,http://cop.com.pe/wp-content/adobee/adobe.php,1,0,0,0,0,2,0,1,1,1,0,1,0,1
767,https://shobiziems.com/dreamforce/sess/ca43f279b087320cba6ba3087a8f1f39/,1,0,0,0,0,0,2,1,1,1,0,0,0,1
768,http://lhhaokailighting.com/wellsfargo.Gucci/identity.php,1,0,0,0,0,2,2,1,1,1,0,0,0,1
769,http://siyacom.net/listoforderitemsneededforurgentsupply/cgi-bin/fomfix/form/,1,0,0,0,0,0,1,1,1,1,0,1,0,1
770,http://www.service-freeboxligne.com/assurez/9ae75b651ab5a58462046a33308528b8/,1,0,0,1,0,0,1,1,1,1,0,1,0,1
771,http://service-freeboxligne.com/assurez/,1,0,0,1,0,0,0,1,1,1,0,1,0,1
772,http://tisch-und-decke.de/Gon/cpanel/,1,0,0,1,0,0,0,1,1,1,0,0,0,1
773,http://bunchyogurt.com/wp-content/themes/x/framework/css/index.php?email=abuse@ivl.com.cn,1,1,0,0,0,1,1,1,1,1,0,0,1,1
774,http://confluentc.com/images/excelfile/1bfc02a75ee568412279b969645fd856/,1,0,0,0,0,0,2,1,1,1,0,0,0,1
775,http://wish4job.com/page/mpelidrop.html,1,0,0,0,0,0,0,1,1,1,0,1,0,1
776,http://mzansinet.co.za/log/all/d/DHL%20AUTO/,1,0,0,0,0,0,0,1,1,1,0,0,1,1
777,http://recoveri-legalfb-acct2017.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
778,http://cover-acct0926.esy.es/index.html,1,0,0,1,0,2,0,1,1,1,0,1,0,1
779,http://resolve-acct6548.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
780,http://yeusinhly.com.vn/t.php,1,0,0,0,0,2,0,1,1,1,0,0,0,1
781,http://yeusinhly.com.vn/themes/in.php,1,0,0,0,0,2,0,1,1,1,0,0,0,1
782,http://www.sqi-mail.com/Dropbox/d231f317f2b3e9015b76d9fff7746648/verify.php,1,0,0,1,0,2,2,1,1,1,0,1,0,1
783,http://mdllanos.com/wp/qouta/Aldomain/mailbox/domain/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
784,http://baitherbackreview.com/wp-content/gtex/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
785,http://amirerfanian.ir/wp-admin/ivxn/home/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
786,http://habercinimnette.tk/index2.php,1,0,0,0,0,0,0,1,1,1,0,0,0,1
787,http://www.santiagoingaramo.com.ar/tmp/Google101/Google/dld/us/,1,0,0,0,0,2,2,1,1,1,0,0,0,1
788,https://footkre.in/docusingn/index.php,1,0,0,0,0,0,0,1,1,1,0,1,0,1
789,http://www.maxiking.com.bo/LLC/Limited/,1,0,0,0,0,2,0,1,1,1,0,0,0,1
790,http://support-5560.hol.es/log1.php,1,0,0,1,0,2,0,1,1,1,0,1,0,1
791,http://www.geko.fr/components/com_contact/models/new/1.php,1,0,0,0,0,2,2,1,1,1,0,0,0,1
792,https://mskindia.net/security/frontier/frontier.html,1,0,0,0,0,0,0,1,1,1,0,0,0,1
793,http://innoscript.nl/paypal-customer/webapps/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
794,http://himatemia.undip.ac.id/wp-content/uploads/2017/02/Zeska_seznam_verify-email_security/general_login.htm,1,0,0,0,0,1,1,1,1,1,0,0,0,0
795,http://13453765871837679316.googlegroups.com/attach/5ed5d019a6363180/docfile..htm?&part=0.1&vt=ANaJVrELX7NKcIMUkdidxvAdhQuUw_6dUMv6jnRoCp5FkkK8RMFqQNCe4WvwNb2mVYX7DkJKGgXSTnSz9gu83T6oQz8r5DURp5sD_skSDan8bCuVMMmpUvU,1,0,0,0,0,1,1,1,1,1,0,0,0,0
796,http://www.andrewrobertsllc.info/adobe/adb/83d3ff008ee17e6bcc985ac921303666/index2.htm,1,0,0,0,0,2,1,1,1,1,0,0,0,1
797,http://bit.ly/2oOkGv9,1,0,0,0,0,0,0,1,1,1,0,0,1,0
798,http://www.stchartered.com/images/adb/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
799,http://cihancelikonline.com/wp-content/upgrade/logining.php,1,0,0,0,0,0,2,1,1,1,0,1,0,1
800,https://familyinsuranceservices.com/-/am/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
801,http://stchartered.com/images/adb/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
802,http://www.whatsapservice.com/Teamprodnationalstation/Idnumber6546546546548/client-update-5fgh5f4gh65df4h6d5f4h6df5h46f5h46dfh54df6h54df6h45df65465f45fdh64dhfg546df4g6sdg546sdg94/pp/,1,0,0,0,0,0,1,1,1,1,0,1,0,1
803,http://andrewrobertsllc.info/adobe/adb/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
804,http://www.jsb.ac.in/notice/cool.php,1,0,0,0,0,1,0,1,1,1,0,0,0,1
805,http://posmogo.com/securee.php,1,0,0,0,0,0,0,1,1,1,0,0,0,1
806,https://gem.tools/shell/dejiwire/fmsk/garyspeed/165957739e5e07bdb83b0c3b9799899a/,1,0,0,0,0,0,1,1,1,1,0,1,0,1
807,http://radiocatolicalaconsentida.com/funciones/oba/DHLAUTO/DHLAUTO/DHL%20AUTO/dhl.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=abuse@yufunghong.com&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13Inbo,1,1,0,0,0,1,1,1,1,1,0,0,0,1
808,http://radiocatolicalaconsentida.com/funciones/oba/DHLAUTO/DHLAUTO/DHL%20AUTO/dhl.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=abuse@abnetbd.com&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13Inbox,1,1,0,0,0,1,1,1,1,1,0,0,0,1
809,http://radiocatolicalaconsentida.com/funciones/oba/DHLAUTO/DHLAUTO/DHL%20AUTO/dhl.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=abuse@shippers-gh.com&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13Inb,1,1,0,0,0,1,1,1,1,1,0,0,0,1
810,http://radiocatolicalaconsentida.com/funciones/oba/DHLAUTO/DHLAUTO/DHL%20AUTO/dhl.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=abuse@abnetbd.com&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13InboxLi,1,1,0,0,0,1,1,1,1,1,0,0,0,1
811,http://medixasia.com/ADE/GD/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
812,http://www.con-v-air.com/oxylus/Gee--mpp/Valid/a3356904,1,0,0,1,0,0,2,1,1,1,0,0,0,1
813,http://incrivelpromocaomaster17.16mb.com/registro.php,1,0,0,0,0,2,0,1,1,1,0,1,0,1
814,http://www.mastercardpromocao.16mb.com/,1,0,0,0,0,2,0,1,1,1,0,1,0,1
815,http://www.mastercardpromocao.16mb.com/registro.php,1,0,0,0,0,1,0,1,1,1,0,1,0,1
816,http://varietytransport.com/wp-includes/SimplePie/XML/Declaration/L/,1,0,0,0,0,0,2,1,1,1,0,0,1,1
817,http://www.nnordson.com/%7b%7d/fe81304e4ba595a0538731019149d319/,1,0,0,0,0,0,2,1,1,1,0,1,0,1
818,http://dothothinhvuong.vn/wp-content/uploads/2017/02/d/ayo1/ayo1/ayo1/,1,0,0,0,0,0,2,1,1,1,0,0,0,1
819,http://tetedebois.ca/wonderland/Gdoccc/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
820,http://ibcnews.pk/admin/chasee/fcc.php?LOB=53026&amp;reason=&amp;portal=&amp;dltoken=baa88d4704766686d9ccef7b43dc2fff,1,0,0,0,0,0,1,1,1,1,0,1,0,1
821,http://www.landsnfields.com/dropbox/dropbox/,1,0,0,0,0,0,0,1,1,1,0,1,0,1
822,http://dothothinhvuong.vn/wp-content/confg/ayo1/ayo1/ayo1/,1,0,0,0,0,0,2,1,1,1,0,0,0,1
823,http://oneworldorganisation.org/plugins/minify/lib/Minify/doc/06f8d0ce7283668dee7379045197d3f9/,1,0,0,0,0,0,1,1,1,1,0,0,0,1
824,http://masgie.com/zfilom5/newdropbox/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
825,http://lepoker-en-ligne.com/wp-admin/posh.htm,1,0,0,1,0,0,0,1,1,1,0,0,0,1
826,http://wickedsickness.com/lkjshx/mailbox/index.php?email=abuse@ameslab.gov,1,1,0,0,0,2,2,1,1,1,0,1,0,1
827,http://hibbfamily.com/wp-admin/%5b%5d/7129188770da3d33ef3c4f12317e5c20/,1,0,0,0,0,0,2,1,1,1,0,1,0,1
828,http://andrewrobertsllc.info/adobe/adb/1b87d29e90795df51877cd86cec2538a/index2.htm,1,0,0,0,0,0,1,1,1,1,0,0,0,1
829,http://mhasantech.com/wp-content/plugins/woocommerce/templates/global/you.have-75nab/,1,0,0,0,0,0,1,1,1,1,0,1,0,1
830,http://vermolicas.for-our.info/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfile/foo-autenticazione.php,1,0,0,1,0,2,1,1,1,1,0,1,0,1
831,http://bem.undip.ac.id/zpo/1/index.htm,1,0,0,0,0,1,0,1,1,1,0,0,0,0
832,http://grannyflat-s.com.au/data/domainz/review/,1,0,0,1,0,0,0,1,1,1,0,1,0,1
833,http://bit.ly/2pxbgJo,1,0,0,0,0,0,0,1,1,1,0,0,1,0
834,http://masterpremiopravoce.esy.es/index7/cadastro/registro.php,1,0,0,0,0,2,2,1,1,1,0,1,0,1
835,http://grannyflat-s.com.au/data/domainz/domainz/review/,1,0,0,1,0,0,2,1,1,1,0,1,0,1
836,http://alphasolutions.com.pk/dl/054d01b/login.html?cmd=_login&amp;session=dfd4069f4cb7e77e4da0bda3ba82d8abaa9f1ee4&amp;continue=6e8b905c8a40979b5c64817c7fe10086,1,0,0,0,0,2,1,1,1,1,0,1,0,1
837,http://fb-securityloginfo405txt.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
838,http://protecfb-error-404.esy.es/recovery-chekpoint-login.html,1,0,0,1,0,2,2,1,1,1,0,1,0,1
839,http://fbscurerescekpoint23.esy.es/recovery-chekpoint-login.html,1,0,0,0,0,2,2,1,1,1,0,1,0,1
840,https://samaalreem.com/pedrodoc/index.html,1,0,0,0,0,0,0,1,1,1,0,1,0,1
841,http://alpa.co.za/modules/mod_feed/pay/index.html,1,0,0,0,0,2,0,1,1,1,0,0,0,1
842,https://greatwesterncatskills.com/z/,1,0,0,0,0,0,0,1,1,1,0,0,0,1
